ECS	85.71428571	142.8571429
Avionic	9.523809524	9.523809524
Equipment	57.14285714	57.14285714
Fuel system	4.761904762	4.761904762
Hydraulic system	80	80
WIPS	0	133.3333333
Window anti icing	9.523809524	11.42857143
lights	9.523809524	9.523809524
water waste	0.952380952	0
cabin	11.42857143	14.28571429
